#YYY/MM/DD,HH:mm:SS.ss,ET,GT,MAG,M,LAT,LON,DEPTH,Q,EVID,NPH,NGRM
5/23/2013,45:18.9,eq,r,1.6,h,37.56,-118.844,8.2,C,15347777,9,37
5/23/2013,17:35.5,eq,r,2.2,h,36.703,-116.304,2.5,D,15348009,23,199
5/24/2013,42:29.0,eq,r,1.7,h,37.54333,-119.02533,4.7,D,15348041,5,40
5/25/2013,06:15.2,eq,r,1.9,h,37.42133,-118.60733,16.4,B,15348841,14,42
5/25/2013,12:59.5,eq,r,2.7,h,36.76,-121.503,9.4,Z,15348849,8,74
5/26/2013,01:09.6,eq,r,3.29,l,36.078,-120.1765,9.4,C,15349313,30,2157
5/27/2013,35:22.0,eq,r,3.04,l,31.12733,-115.71533,13.2,D,15349481,20,1601
5/27/2013,41:55.7,eq,r,2.5,h,37.803,-121.959,18.5,D,15349841,7,100
5/28/2013,18:06.8,eq,r,2.9,h,37.273,-117.451,3.8,C,15350081,18,143
5/28/2013,33:20.5,eq,r,1.2,h,37.632,-119.023,2.6,D,15350153,5,55
5/29/2013,44:57.4,eq,r,2.4,h,37.283,-117.442,7.5,C,15350625,17,114
5/29/2013,13:36.6,eq,r,2.8,h,36.81417,-121.3395,10.7,D,15351177,11,279
5/31/2013,34:26.3,eq,r,2.8,h,37.174,-113.414,1.6,D,15352201,6,90
5/31/2013,45:34.6,eq,r,2.9,h,37.172,-113.413,2.4,D,15352209,5,80
6/1/2013,44:29.6,eq,r,1.7,h,37.609,-119.024,7.9,D,15352321,8,39
6/1/2013,01:00.2,eq,r,1.82,l,36.06483,-120.61733,7,B,15352673,18,151
6/3/2013,57:01.6,eq,r,1.8,h,37.513,-118.828,8,C,15353441,12,46
6/3/2013,44:27.6,eq,r,1.1,h,36.89633,-116.70283,3.5,C,15353681,10,72
6/4/2013,40:00.0,eq,r,1.31,l,35.216,-120.478,14.5,B,15354017,19,410
6/5/2013,03:38.4,eq,r,2.5,h,37.26283,-117.43283,1.3,C,15354737,14,147
6/5/2013,32:41.4,eq,r,1.2,h,37.27783,-117.43217,5.8,C,15355401,7,87
6/6/2013,59:54.2,eq,r,2,h,34.982,-120.726,4,C,15355625,16,1102
6/7/2013,01:36.3,eq,r,1.1,h,37.294,-117.29433,7.9,A,15356193,10,69
6/7/2013,43:55.5,eq,r,1.1,h,37.631,-118.876,6.9,C,15356465,8,58
6/7/2013,24:02.0,eq,r,1,h,36.721,-116.311,6.7,D,15356513,6,68
6/7/2013,52:19.6,eq,r,1.7,h,37.5515,-118.87133,7.8,D,15356617,8,64
6/9/2013,56:48.4,eq,r,2,h,37.16,-118.662,6,D,15357281,17,151
6/9/2013,32:27.8,eq,r,1.82,l,34.88533,-121.04433,4.9,C,15357289,15,158
6/9/2013,48:03.6,eq,r,1.8,h,35.308,-120.898,2.3,C,15357465,19,684
6/9/2013,13:50.4,eq,r,1.5,h,37.159,-118.652,5.8,D,15357521,6,33
6/9/2013,25:24.6,eq,r,1.04,l,35.13133,-120.67867,4.5,C,15357529,17,129
6/9/2013,59:27.0,eq,r,2.3,h,36.004,-120.88,9.9,D,15357593,15,1163
6/10/2013,55:40.3,eq,r,2.6,h,36.44367,-121.11833,3.9,C,15357697,11,159
6/11/2013,33:50.8,eq,r,1.37,l,37.56633,-117.7315,3.8,C,15358393,12,60
6/11/2013,42:32.4,eq,r,1.53,l,37.28817,-118.66533,17,C,15358401,10,44
6/11/2013,53:36.8,eq,r,1.44,l,37.27817,-118.66833,16.9,B,15358425,13,38
6/11/2013,02:19.1,eq,r,4.4,h,30.015,-114.047,10.1,D,15358633,5,323
6/13/2013,20:46.5,eq,r,1.92,l,35.45,-120.733,5.4,C,15359321,29,891
6/15/2013,57:14.4,eq,r,2.08,l,37.5945,-118.68417,13,B,11319042,13,31
6/15/2013,33:31.6,eq,r,1.68,l,36.729,-116.27717,3.6,C,11319186,10,79
6/16/2013,52:26.4,eq,r,2,h,37.45233,-118.852,10.3,C,11319514,15,49
6/17/2013,30:34.3,eq,r,2.6,h,36.0725,-120.02583,22.3,C,11319786,31,1716
6/17/2013,55:00.1,eq,r,1.83,l,37.5965,-118.92283,7.4,B,11320330,11,67
6/17/2013,59:38.3,eq,r,1.8,h,37.56783,-118.92917,2.8,C,11320346,7,61
6/18/2013,00:59.4,eq,r,1.9,h,37.5765,-118.9195,9.2,C,11320354,8,49
6/18/2013,01:46.2,eq,r,2.3,h,37.55567,-118.927,1.7,C,11320362,10,103
6/18/2013,06:56.1,eq,r,1.5,h,37.557,-118.92883,2.3,C,11320370,7,63
6/18/2013,09:26.7,eq,r,2.1,h,37.58517,-118.9275,8,D,11320378,7,56
6/18/2013,10:33.7,eq,r,2.5,h,37.604,-118.92933,8.4,B,11320394,13,116
6/18/2013,21:25.9,eq,r,1.34,l,37.65967,-118.93083,7,B,11320402,7,58
6/18/2013,27:17.4,eq,r,1.86,l,37.60867,-118.93017,8.5,B,11320410,14,100
6/18/2013,54:35.0,eq,r,2.35,l,37.6605,-118.9405,7.1,B,11320426,22,119
6/18/2013,33:40.5,eq,r,1.36,l,37.5985,-118.92817,7.4,B,11320442,10,74
6/18/2013,35:05.1,eq,r,1.8,l,37.58383,-118.932,9.9,B,11320450,9,60
6/18/2013,39:34.1,eq,r,2.66,l,37.56883,-118.92483,3.4,C,11320458,27,203
6/18/2013,46:18.0,eq,r,2.36,l,37.62317,-118.921,9.8,C,11320474,22,177
6/18/2013,55:32.0,eq,r,1.7,l,37.6865,-118.92767,4,B,11320482,9,56
6/18/2013,02:11.9,eq,r,2.93,l,37.65467,-118.93667,2.7,B,11320498,20,363
6/18/2013,38:11.9,eq,r,2.7,h,37.638,-118.927,5.3,D,11320538,27,190
6/18/2013,51:28.1,eq,r,1.3,h,37.637,-118.916,2,D,11320554,5,43
6/20/2013,47:11.2,eq,r,1.2,h,37.08733,-117.24233,7.4,A,11322082,12,72
6/20/2013,50:00.5,eq,r,1.61,l,38.09833,-116.71433,3,C,11322098,9,91
6/20/2013,04:25.7,eq,r,2.7,h,37.55867,-122.55317,2.1,C,11322106,8,72
6/20/2013,42:58.2,eq,r,1.3,h,37.4575,-118.67,13.1,C,11322162,13,48
6/20/2013,45:39.9,eq,r,3,h,35.9275,-120.467,9.8,C,11322154,27,1975
6/20/2013,54:24.2,eq,r,1.8,h,37.554,-118.949,1.3,C,11322170,10,69
6/20/2013,05:19.4,eq,r,1.9,h,35.70433,-121.29833,5,C,11322234,18,160
6/20/2013,18:03.8,eq,r,1.19,l,37.083,-117.246,8.8,B,11322474,11,80
6/20/2013,50:09.2,eq,r,2.2,h,36.229,-120.793,7.1,D,11322618,8,159
6/21/2013,45:05.6,eq,r,3.9,l,31.25733,-115.75,4.6,C,11322778,20,2088
6/21/2013,31:30.3,eq,r,1.82,l,37.38267,-119.104,2.8,C,11322850,13,47
6/22/2013,35:15.2,eq,r,1.73,l,38.118,-116.70667,7.8,C,11323282,8,72
6/22/2013,55:27.3,eq,r,1.58,l,37.636,-118.93467,8.8,B,11323482,9,40
6/23/2013,12:56.9,eq,r,1.7,h,37.638,-118.922,5.9,D,11324058,6,36
6/23/2013,15:41.4,eq,r,2.7,h,37.639,-118.921,6.2,D,11324066,16,142
6/23/2013,34:02.7,eq,r,1.9,h,37.637,-118.923,6.2,D,11324098,7,37
6/23/2013,42:16.0,eq,r,2.5,h,37.638,-118.923,6.3,D,11324106,13,142
6/23/2013,31:48.3,eq,r,1.39,l,37.64,-118.922,6.7,D,11324130,7,41
6/23/2013,33:38.0,eq,r,1.1,h,37.638,-118.92,7.3,D,11324146,7,46
6/23/2013,04:29.2,eq,r,1.52,l,37.4905,-118.82917,2.9,C,11324370,8,60
6/23/2013,49:09.9,eq,r,2.14,l,36.04117,-120.60017,4.5,C,11324626,23,1054
6/24/2013,04:36.0,eq,r,2.9,l,36.206,-120.94317,1.2,C,11324770,29,1646
6/24/2013,01:44.6,eq,r,1.8,h,38.04433,-118.8395,19,C,11324914,10,41
6/24/2013,33:08.7,eq,r,2.7,h,38.06567,-118.05633,5.8,C,11324978,21,112
6/24/2013,27:12.2,eq,r,2.2,h,36.63833,-120.7825,11.7,B,11325066,9,87
6/24/2013,44:03.9,eq,r,1.4,h,37.42767,-118.795,11.1,B,11325146,12,59
6/25/2013,31:15.0,eq,r,1.2,h,36.566,-116.52,12.5,D,11326026,7,69
6/25/2013,42:06.4,eq,r,1,h,35.547,-120.808,3.5,C,11326130,9,139
6/26/2013,28:56.1,eq,r,1.8,h,37.51267,-118.60033,27.2,C,11326498,13,46
6/26/2013,18:40.1,eq,r,2.5,h,36.159,-120.0595,28.8,A,11326554,24,1704
6/26/2013,52:25.6,eq,r,2.7,h,38.447,-118.718,5,D,11326794,7,75
6/28/2013,52:39.5,eq,r,4.06,l,36.757,-121.47,5.9,D,11327290,14,2063
6/30/2013,15:08.2,eq,r,1.9,h,38.271,-118.804,3.9,D,11328258,12,38
6/30/2013,12:11.0,eq,r,1.34,l,37.248,-117.424,3.7,C,11328274,8,72
7/1/2013,19:00.6,eq,r,2.5,h,37.58317,-118.946,9.8,C,11328594,20,167
7/1/2013,25:10.2,eq,r,2.1,h,37.47417,-118.885,1.4,C,11328794,12,88
7/2/2013,20:21.4,eq,r,1.31,l,37.5585,-119.06017,9.7,D,11329402,9,74
7/3/2013,31:00.2,eq,r,2.2,h,36.235,-120.323,11.2,D,11329706,8,224
7/3/2013,46:25.0,eq,r,2.5,h,36.224,-120.35,10.3,D,11329794,15,189
7/3/2013,05:00.1,eq,r,3.4,h,36.554,-121.39067,5.2,D,11329834,25,1076
7/4/2013,08:21.8,eq,r,1.7,h,35.83333,-120.60717,5.1,C,11330106,18,1044
7/5/2013,20:48.1,eq,r,1.82,l,36.74867,-116.32267,4.3,C,11330882,11,65
7/6/2013,26:20.0,eq,r,1.54,l,36.81967,-116.22117,3.3,D,11330994,13,67
7/7/2013,38:59.7,eq,r,3.5,h,36.456,-112.576,5.1,D,11331402,19,1843
7/8/2013,07:07.9,eq,r,1.4,h,37.56767,-118.91567,6.6,D,11331730,8,40
7/8/2013,24:56.6,eq,r,2.2,h,35.95867,-120.5405,9.9,C,11331898,19,170
7/8/2013,27:31.5,eq,r,1.6,h,35.77083,-121.31533,4.1,D,11332018,15,125
7/9/2013,18:19.3,eq,r,1.9,h,38.096,-116.75117,4.8,C,11332210,4,50
7/9/2013,55:36.4,eq,r,2.11,l,37.46433,-118.67733,16.9,C,11332466,23,163
7/10/2013,51:01.7,eq,r,1.96,l,38.692,-119.63717,5.3,C,11332618,7,80
7/11/2013,38:46.7,eq,r,1.76,l,37.93917,-116.91083,4.8,C,11332914,14,87
7/11/2013,41:46.2,eq,r,1.6,h,37.629,-118.877,7.5,D,11333242,7,72
7/11/2013,56:45.3,eq,r,1.6,h,37.638,-118.929,6.1,D,11333322,6,57
7/12/2013,42:23.3,eq,r,1.49,l,37.54867,-118.86783,11.8,B,11333410,9,46
7/12/2013,51:20.8,eq,r,2.01,l,36.73167,-116.33633,3.7,C,37159411,10,749
7/13/2013,14:06.8,eq,r,1.15,l,37.5435,-118.89083,12.4,C,11334010,9,34
7/13/2013,57:33.4,eq,r,1.71,l,36.046,-120.5865,10.9,A,11334194,15,121
7/14/2013,56:25.9,eq,r,2.49,l,37.66083,-118.8995,3,C,11334538,26,171
7/15/2013,02:45.0,eq,r,3,l,37.43333,-121.763,5.6,C,11335034,8,197
7/15/2013,00:24.9,eq,r,1.05,l,35.44133,-120.73417,4.5,C,11335114,9,141
7/16/2013,07:15.2,eq,r,1.4,h,36.62,-116.276,6.5,D,11335322,9,59
7/16/2013,01:15.6,eq,r,1.75,l,37.16133,-117.365,7.6,A,11335386,14,68
7/17/2013,02:26.5,eq,r,1.64,l,37.38833,-116.58733,8.5,D,11336058,11,99
7/18/2013,27:35.5,eq,r,3.06,l,38.4015,-118.37483,3.6,C,11336226,11,300
7/18/2013,27:39.4,eq,r,1.45,l,38.33817,-118.30617,3.6,C,11336258,9,70
7/18/2013,35:33.0,eq,r,1.54,l,37.5875,-118.86667,7.3,B,11336362,9,54
7/18/2013,35:12.4,eq,r,1.6,h,38.137,-118.772,8.1,D,11336434,10,57
7/19/2013,07:02.6,eq,r,3.2,h,36.569,-121.162,3,D,11336594,24,299
7/19/2013,46:04.7,eq,r,1.93,l,38.01517,-118.052,2,C,11336834,16,82
7/19/2013,45:50.1,eq,r,1.96,l,37.16,-118.648,8.3,D,11336866,18,985
7/20/2013,15:52.7,eq,r,2.5,h,38.369,-118.339,6.9,D,11337042,17,122
7/20/2013,09:19.5,eq,r,2.49,l,38.23067,-118.399,4.6,D,11337138,12,56
7/20/2013,31:45.7,eq,r,1.2,h,37.549,-119.018,4.4,C,11337338,9,55
7/21/2013,38:54.4,eq,r,2.7,h,36.544,-121.137,8.2,D,11337466,13,146
7/21/2013,08:05.2,eq,r,1.6,h,37.159,-118.655,6.4,D,11337514,11,111
7/21/2013,03:36.6,eq,r,1.7,h,37.59,-118.478,7.3,C,11337634,10,63
7/21/2013,10:35.4,eq,r,1.5,h,35.298,-121.051,10.2,D,11337690,13,718
7/21/2013,44:30.5,eq,r,1.66,l,37.81717,-119.00067,9.6,C,11337754,9,45
7/22/2013,06:02.4,eq,r,2.11,l,36.62317,-121.91067,6.3,D,11337882,13,146
7/22/2013,39:07.9,eq,r,2.33,l,37.40583,-119.06483,3,C,11338066,16,147
7/23/2013,18:30.9,eq,r,1.37,l,38.01633,-118.94567,25.2,B,11338250,8,154
7/24/2013,39:23.1,eq,r,1.16,l,37.5855,-118.978,6.2,C,11338842,7,57
7/24/2013,57:53.0,eq,r,1.17,l,37.57583,-118.85133,7.6,B,11338850,9,40
7/24/2013,57:11.5,eq,r,2.44,l,37.41483,-118.62383,2.7,C,11338882,9,1160
7/25/2013,47:55.0,eq,r,1.06,l,37.48667,-118.81033,7.4,C,11339458,10,34
7/25/2013,57:36.4,eq,r,1.46,l,37.49183,-118.67533,11.1,B,11339570,11,64
7/25/2013,33:38.8,eq,r,1.2,h,37.64,-118.939,5.3,D,11339666,7,45
7/25/2013,46:07.4,eq,r,1,h,37.639,-118.938,3.9,D,11339674,6,52
7/26/2013,13:53.4,eq,r,1.82,l,38.08983,-118.41433,5.8,D,11339818,6,43
7/26/2013,24:08.4,eq,r,2.2,h,37.47,-118.814,6.7,D,11339970,21,120
7/27/2013,25:33.2,eq,r,1.33,l,37.19633,-117.35717,10.4,B,11340290,11,64
7/28/2013,53:42.1,eq,r,2.56,l,35.92583,-121.30917,7.5,C,11340730,13,173
7/29/2013,02:54.9,eq,r,1.92,l,37.592,-118.86717,7.3,B,11340970,10,30
7/29/2013,03:11.8,eq,r,2.1,l,37.65,-118.87467,6.3,B,37117004,7,423
7/30/2013,50:24.3,eq,r,2.6,h,36.651,-121.271,4.5,D,11341570,14,166
7/31/2013,04:10.5,eq,r,2,h,37.637,-118.88,6.1,D,11342042,11,51
7/31/2013,30:39.9,eq,r,1.29,l,37.57433,-118.86883,7.6,C,11342058,7,43
7/31/2013,06:10.3,eq,r,1.73,l,36.196,-120.759,8.8,D,11342106,14,95
7/31/2013,25:22.9,eq,r,1.57,l,37.6085,-118.8585,9.8,B,11342322,7,65
8/1/2013,41:15.3,eq,r,1.72,l,37.15917,-117.37233,9.2,A,11342930,13,52
8/1/2013,51:15.8,eq,r,1.71,l,37.50767,-118.8885,6.8,B,11343002,7,37
8/2/2013,49:46.0,eq,r,2.66,l,36.61717,-121.20233,4.9,B,11343378,14,130
8/2/2013,47:43.9,eq,r,1.3,h,37.501,-118.872,5.3,D,11343530,9,46
8/4/2013,07:40.8,eq,r,1.13,l,37.42267,-118.6095,14.1,C,11344362,11,38
8/5/2013,33:50.3,eq,r,2.64,l,31.43083,-115.65267,1.5,B,11344906,15,1372
8/5/2013,58:41.9,eq,r,2.8,h,36.847,-120.844,6.6,D,11345058,9,335
8/6/2013,16:56.0,eq,r,1.3,h,37.496,-118.838,6.2,D,11345466,9,43
8/6/2013,59:51.6,eq,r,1.5,h,35.533,-120.812,9.5,C,11345498,16,165
8/6/2013,02:33.6,eq,r,3.4,h,36.076,-120.639,5.3,C,11345546,26,2144
8/7/2013,16:03.9,eq,r,2.5,h,35.86,-120.413,8.5,D,11346066,35,1559
8/8/2013,35:12.0,eq,r,1.02,l,37.63383,-118.87583,9,B,11346578,9,45
8/9/2013,22:43.3,eq,r,2.2,h,36.44967,-121.0965,5.3,C,11347242,14,167
8/9/2013,37:23.6,eq,r,2.89,l,36.82167,-121.6595,18.1,B,11347330,11,96
8/9/2013,28:30.6,eq,r,2.2,h,35.983,-120.549,2.5,C,11347386,17,175
8/9/2013,25:33.4,eq,r,2.2,h,36.063,-120.108,13.1,D,11347498,13,184
8/9/2013,01:51.1,eq,r,3,h,36.055,-120.094,16.1,D,11347530,33,2021
8/9/2013,04:01.2,eq,r,1.51,l,37.75683,-117.112,1.1,C,11347538,9,75
8/9/2013,43:12.2,eq,r,2.9,h,36.063,-120.088,16.9,C,11347546,27,1929
8/10/2013,03:18.9,eq,r,1.93,l,36.11317,-120.0415,22.6,B,11347642,19,228
8/10/2013,25:01.5,eq,r,2.1,l,36.10267,-120,23.8,B,11347666,13,159
8/10/2013,43:41.9,eq,r,1.84,l,36.08883,-120.052,18.1,B,11347898,16,173
8/10/2013,08:14.3,eq,r,1.46,l,37.57167,-118.85067,8,B,11348026,8,62
8/10/2013,22:20.4,eq,r,2.96,l,36.648,-121.35233,3.6,C,11348034,10,250
8/11/2013,29:06.7,eq,r,1.3,h,37.495,-118.9255,3.7,C,11348426,11,44
8/12/2013,47:33.5,eq,r,2,h,35.828,-119.901,7.1,D,11348682,23,1330
8/12/2013,57:02.6,eq,r,2.29,l,37.416,-118.61083,10.5,A,11348722,27,155
8/12/2013,16:24.8,eq,r,2,l,37.68317,-122.026,12.3,B,11349370,9,90
8/13/2013,23:59.1,eq,r,2,h,36.07417,-120.07267,14,C,11349762,8,148
8/13/2013,55:05.4,eq,r,1.1,h,37.15933,-117.31933,5.5,C,11350050,9,88
8/14/2013,47:47.7,eq,r,3,h,37.808,-113.173,9.1,D,11350266,7,105
8/14/2013,17:46.2,eq,r,1.02,l,37.59117,-118.0135,15.2,C,11350498,9,88
8/15/2013,26:17.7,eq,r,3,h,37.62717,-118.79817,7.8,B,11350770,31,1493
8/15/2013,37:44.4,eq,r,1.6,h,37.53467,-118.7955,7.7,C,11350778,9,41
8/15/2013,57:57.9,eq,r,1.4,h,37.5445,-118.80383,8.6,C,11350794,10,37
8/16/2013,24:43.3,eq,r,1.95,l,35.78167,-120.34233,7.7,C,11351682,13,107
8/17/2013,43:16.5,eq,r,2.74,l,31.40667,-115.7645,12,D,11351874,14,277
8/17/2013,55:24.7,eq,r,3.18,l,31.23983,-114.41233,9.9,D,11352026,7,164
8/17/2013,05:32.0,eq,r,1.27,l,37.4195,-118.60583,9.5,C,11352042,15,50
8/19/2013,08:01.2,eq,r,2.1,h,35.7355,-121.21517,6.5,C,15394169,14,1301
8/21/2013,35:46.5,eq,r,2.12,l,37.45833,-118.85667,4.1,C,15395041,10,80
8/22/2013,20:21.3,eq,r,2.5,h,36.70183,-121.347,15.9,D,15395273,11,153
8/26/2013,49:59.0,eq,r,2,h,35.988,-120.561,4.6,C,15397265,12,1029
8/27/2013,48:48.7,eq,r,1.4,h,37.52467,-118.79283,2.6,B,15397769,10,42
8/27/2013,43:02.9,eq,r,1.18,l,37.44867,-118.84667,3,C,15397849,8,74
8/28/2013,12:35.5,eq,r,1.6,h,37.428,-117.08117,3.5,C,15398273,9,55
8/28/2013,43:05.4,eq,r,3.8,h,38.78083,-122.66133,8.7,C,15398329,11,147
8/28/2013,16:08.3,eq,r,2.3,h,37.5915,-118.99333,8.3,C,15398673,13,61
8/29/2013,14:22.4,eq,r,2.5,h,38.472,-119.618,1.8,D,15399081,9,56
8/29/2013,08:57.0,eq,r,3.1,h,37.6265,-118.95133,3,C,15399201,54,1999
8/30/2013,14:59.5,eq,r,1.36,l,37.59483,-118.94683,7.8,B,15399297,8,52
8/30/2013,00:03.5,eq,r,2.03,l,35.89017,-119.92183,17.6,B,15399409,12,171
8/31/2013,20:19.8,eq,r,2.2,h,35.609,-121.361,3.3,D,15399889,9,155
9/1/2013,24:00.5,eq,r,1.8,h,37.54917,-118.93533,2.1,C,15399993,8,30
9/1/2013,30:22.2,eq,r,2,h,37.5745,-118.94167,7.4,C,15400001,8,84
9/1/2013,37:26.3,eq,r,2.3,h,37.47017,-118.842,2.9,C,15400121,11,37
9/1/2013,17:36.3,eq,r,1.9,h,37.498,-118.86217,18.9,C,15400137,12,38
9/2/2013,52:15.6,eq,r,1.1,h,37.491,-118.839,7.9,D,15400433,5,33
9/2/2013,11:19.1,eq,r,1,h,37.492,-118.806,7.8,D,15400489,7,47
9/2/2013,46:48.1,eq,r,2.1,h,35.894,-119.976,2.2,C,15400545,13,174
9/3/2013,48:07.3,eq,r,2.2,h,36.222,-120.788,6.5,C,15400737,10,85
9/4/2013,52:25.6,eq,r,2.3,h,37.47067,-118.873,3.3,C,11359306,13,131
9/4/2013,50:38.8,eq,r,1.9,h,37.5035,-118.8155,12.6,D,11359538,10,43
9/4/2013,14:47.8,eq,r,1.7,h,37.52117,-118.78883,5.8,B,11359594,10,65
9/4/2013,50:23.5,eq,r,2.48,l,35.9575,-115.18733,2.1,C,11359690,11,2081
9/5/2013,47:14.0,eq,r,2,h,36.10967,-120.66167,7.8,B,11359970,16,141
9/5/2013,26:59.5,eq,r,1.9,h,37.471,-119.36,10.6,D,11360090,6,61
9/5/2013,27:40.7,eq,r,1.7,h,37.46917,-118.87233,4.2,C,11360138,8,56
9/6/2013,07:00.2,eq,r,2.5,h,37.512,-121.82,5.9,C,11360346,13,67
9/6/2013,21:26.8,eq,r,2.34,l,35.651,-119.972,4.4,D,11360474,26,1794
9/6/2013,08:54.3,eq,r,3.24,l,37.36267,-118.58817,7.7,A,11360586,48,2104
9/6/2013,16:30.2,eq,r,2,h,37.36617,-118.57967,10.8,B,11360594,19,103
9/7/2013,34:27.1,eq,r,1.37,l,37.59067,-118.9585,8.9,B,11360642,9,49
9/8/2013,05:52.5,eq,r,2.23,l,35.522,-120.817,5.5,C,11361018,32,1342
9/9/2013,08:03.9,eq,r,2.6,h,36.54967,-121.078,9.2,D,11361690,15,155
9/9/2013,52:46.7,eq,r,2.3,h,37.521,-118.64667,12.1,C,11361714,16,67
9/10/2013,22:46.4,eq,r,1.21,l,37.49,-118.67683,13.5,C,11362538,11,70
9/10/2013,52:25.1,eq,r,2.96,l,37.9575,-122.082,14.3,B,11362586,11,99
9/11/2013,50:19.7,eq,r,2.9,h,37.51267,-121.92733,3.9,C,11363202,7,82
9/12/2013,18:15.8,eq,r,2.4,h,37.459,-118.838,3.5,D,11363466,10,66
9/12/2013,51:30.2,eq,r,2.23,l,37.76767,-115.80733,5.1,D,11363618,9,76
9/13/2013,45:10.2,eq,r,2.1,h,37.67133,-118.85633,12.7,D,11363882,12,71
9/13/2013,49:57.8,eq,r,1.9,h,37.6685,-118.86017,13.2,D,11363890,9,42
9/13/2013,53:35.4,eq,r,1.8,h,37.69367,-118.84867,13.1,D,11363898,11,36
9/13/2013,09:58.0,eq,r,2.2,h,37.56583,-118.8275,5.7,B,11363906,8,51
9/13/2013,16:00.3,eq,r,1.6,h,37.56967,-118.83167,5.5,C,11363922,9,33
9/13/2013,19:36.5,eq,r,1.9,h,37.57717,-118.83167,6,C,11363930,8,27
9/13/2013,56:54.7,eq,r,1.7,h,37.786,-119.006,1.1,D,11364034,7,50
9/14/2013,15:21.4,eq,r,1.64,l,37.46167,-118.813,8.1,C,11364226,9,49
9/15/2013,27:07.5,eq,r,2.2,h,36.57317,-121.05983,13.9,C,11364818,11,75
9/15/2013,39:09.6,eq,r,2,h,37.50067,-119.03383,12.8,C,11364954,9,53
9/15/2013,46:42.5,eq,r,1.4,h,37.641,-118.946,5.4,D,11365114,5,40
9/16/2013,34:42.7,eq,r,1.3,h,37.562,-118.853,6.6,C,11365162,8,63
9/16/2013,56:33.0,eq,r,2.4,h,36.968,-116.137,5.9,D,11365234,13,85
9/16/2013,36:51.8,eq,r,2.2,h,35.526,-120.835,2.1,C,11365338,22,1172
9/16/2013,12:34.0,eq,r,3.45,l,37.47017,-115.5345,8.1,D,11365346,11,261
9/16/2013,38:42.1,eq,r,1.8,h,38.421,-118.334,8.5,D,11365490,5,82
9/16/2013,56:45.7,eq,r,1.3,h,37.55,-118.824,8.5,C,11365498,11,52
9/16/2013,37:03.5,eq,r,1.2,h,37.493,-118.807,6.4,D,11365530,8,53
9/19/2013,48:18.4,eq,r,2.38,l,34.62417,-121.50267,11.2,C,11366394,14,152
9/19/2013,09:27.7,eq,r,1.5,h,37.53183,-118.63467,4.7,B,11366490,14,38
9/20/2013,40:39.2,eq,r,1,h,37.083,-117.144,4.1,C,11366970,10,73
9/21/2013,41:08.5,eq,r,1.27,l,37.6435,-118.87383,12.8,D,11367746,11,41
9/21/2013,11:47.9,eq,r,2.4,h,36.352,-120.8075,11,B,11367922,12,174
9/22/2013,21:57.1,eq,r,2,h,37.973,-118.70867,18.3,C,11368146,9,30
9/22/2013,40:22.4,eq,r,1.6,h,35.54167,-120.88,7.9,B,11368154,12,92
9/22/2013,55:01.0,eq,r,1.6,h,37.60633,-118.9455,7.7,D,11368218,6,37
9/22/2013,59:46.9,eq,r,2.2,h,37.61217,-118.94183,8.6,D,11368234,9,34
9/23/2013,22:12.1,eq,r,2.4,h,36.34033,-120.82233,13,B,11368882,12,93
9/24/2013,01:25.2,eq,r,2.4,h,36.465,-121.046,7,D,11369314,11,134
9/24/2013,13:35.7,eq,r,3,h,38.653,-119.426,9.2,D,11369458,9,837
9/27/2013,30:00.7,eq,r,1.2,h,37.152,-117.029,12.3,D,11370306,9,59
9/29/2013,26:35.9,eq,r,1.9,h,36.10083,-120.68683,11.3,C,11371306,10,133
10/2/2013,02:03.5,eq,r,2.4,h,37.495,-118.736,5.9,D,11372290,17,107
10/5/2013,05:59.1,eq,r,2.9,h,36.544,-121.134,2.3,C,11373066,9,182
10/7/2013,26:08.8,eq,r,3,h,37.889,-122.225,7,D,11374114,7,61
10/7/2013,28:12.7,eq,r,2.33,l,36.13933,-120.14117,5.7,D,11374194,14,1148
10/7/2013,31:39.8,eq,r,1.95,l,36.18283,-119.9465,14.9,C,11374202,18,165
10/8/2013,18:33.3,eq,r,1,h,37.40333,-118.61917,8.5,C,11374594,9,49
10/9/2013,43:04.3,eq,r,1.4,h,36.82083,-115.83933,9.4,C,11375250,9,74
10/10/2013,16:24.1,eq,r,2.2,h,38.02,-118.14,11,D,11375946,29,185
10/11/2013,20:24.3,eq,r,3.13,l,37.52367,-118.859,5,B,11376226,29,1964
10/11/2013,28:29.2,eq,r,2.52,l,37.54517,-118.85717,10.3,A,11376234,17,147
10/11/2013,36:47.7,eq,r,2,l,37.4975,-118.85167,2.4,B,11376242,12,87
10/11/2013,12:16.2,eq,r,1.9,h,37.49567,-118.848,8,C,11376274,12,45
10/11/2013,37:21.8,eq,r,3.33,l,37.52533,-118.86683,7.3,A,11376306,39,2056
10/11/2013,40:17.1,eq,r,2.1,h,37.50017,-118.86283,8.3,C,11376338,14,54
10/11/2013,36:30.3,eq,r,1.2,h,37.47733,-118.85683,2.9,C,11376354,8,34
10/11/2013,02:48.0,eq,r,1.2,h,37.515,-118.805,12,D,11376378,9,49
10/11/2013,29:43.7,eq,r,1.3,h,37.54283,-118.85717,13.9,D,11376450,9,56
10/11/2013,25:58.1,eq,r,2.3,h,37.49317,-118.85433,2.8,C,11376506,17,147
10/12/2013,14:35.0,eq,r,3.6,h,38.905,-115.348,11.7,Z,11376626,8,81
