#YYY/MM/DD,HH:mm:SS.ss,ET,GT,MAG,M,LAT,LON,DEPTH,Q,EVID,NPH,NGRM
3/27/2015,30:14.6,eq,r,4.11,w,36.23833,-120.30967,10,C,37350568,66,2949
3/27/2015,42:38.5,eq,r,2.6,h,36.223,-120.356,9.5,D,37350584,17,345
3/27/2015,53:49.5,eq,r,2.5,h,36.226,-120.357,9.5,D,37350872,13,279
3/28/2015,10:27.3,eq,r,1.34,l,37.49733,-118.83117,10.5,C,37351320,10,31
3/29/2015,21:38.2,eq,r,2,h,37.635,-119.353,12.9,D,37351872,8,37
3/29/2015,03:36.2,eq,r,2.96,l,37.57433,-118.89233,7.5,D,37352008,37,2198
3/30/2015,36:43.9,eq,r,1.7,h,37.604,-118.838,8,D,37352648,9,55
3/30/2015,30:34.1,eq,r,2.87,l,36.2475,-120.31917,10,C,37352784,29,2170
3/31/2015,43:24.4,eq,r,2.02,l,37.20633,-118.32567,10.5,B,37353064,31,651
3/31/2015,12:58.6,eq,r,1.4,h,37.602,-118.839,8.3,D,37353704,5,63
4/1/2015,32:25.6,eq,r,1.9,h,37.496,-119.358,12.1,D,37354208,7,52
4/2/2015,06:03.9,eq,r,3.6,w,37.792,-121.987,9.5,C,37389989,29,1643
4/2/2015,55:15.3,eq,r,3.07,l,36.81267,-121.159,9.5,C,37354768,9,174
4/2/2015,26:10.9,eq,r,2.49,l,35.8845,-119.8185,5.5,C,37354848,42,785
4/2/2015,29:57.0,eq,r,1.11,l,37.466,-118.79933,16.4,D,37355072,9,49
4/2/2015,52:45.1,eq,r,3.46,l,30.72267,-114.17733,6,C,37355128,8,1509
4/5/2015,14:07.8,eq,r,2.14,l,36.48383,-120.39267,6.6,C,37357104,10,56
4/6/2015,58:07.1,eq,r,3.63,l,31.2325,-115.88483,10.3,B,37357664,24,2476
4/7/2015,36:18.3,eq,r,2.11,l,37.038,-118.3825,9.7,A,37358488,32,219
4/7/2015,53:18.3,eq,r,2.25,l,37.026,-118.395,2.6,A,37358504,24,219
4/12/2015,41:41.8,eq,r,1.38,l,37.07167,-118.2925,2.4,B,37362488,17,60
4/13/2015,30:57.9,eq,r,2.07,l,35.96617,-120.47417,16.9,C,37362720,18,191
4/13/2015,59:55.9,eq,r,1.82,l,35.8585,-120.40967,4.6,C,37363128,19,196
4/13/2015,25:43.5,eq,r,1.9,h,37.629,-118.952,2.7,B,37363200,7,63
4/13/2015,51:09.2,eq,r,3.39,l,31.14683,-116.60017,6,C,37363312,45,2402
4/19/2015,23:58.2,eq,r,1.12,l,35.63567,-120.28467,11,A,37148215,20,621
4/20/2015,30:52.4,eq,r,3.55,l,31.16417,-115.736,5.9,D,37148455,19,703
4/27/2015,48:07.1,eq,r,3.05,l,35.71167,-121.06033,7.1,A,37152239,61,2259
4/27/2015,48:11.7,eq,r,2.5,l,38.06017,-118.816,5.4,C,37152535,11,68
4/29/2015,36:57.0,eq,r,3.18,l,37.06333,-118.27067,2.5,A,37153631,59,2601
4/29/2015,09:46.2,eq,r,2.66,l,37.05467,-118.27967,1.8,A,37153967,21,328
5/3/2015,13:19.5,eq,r,3.6,w,37.967,-122.044,12.7,C,37374168,58,1588
5/4/2015,46:39.6,eq,r,2.11,l,35.266,-120.57,4.3,C,37374472,51,1680
5/4/2015,39:59.1,eq,r,3.31,l,31.2235,-115.94733,6.3,C,37374536,49,288
5/6/2015,32:04.1,eq,r,3.5,w,37.966,-122.043,11.7,C,37375808,37,1484
5/6/2015,31:18.9,eq,r,3.84,l,31.25067,-115.41933,8.6,C,37376088,61,750
5/18/2015,06:16.8,eq,r,3.15,l,31.38233,-115.812,3.9,A,37164071,52,365
5/22/2015,53:00.8,eq,r,4.09,w,38.43167,-122.25033,12.6,C,37385040,20,2840
5/22/2015,41:09.7,eq,r,3.2,l,35.6915,-121.12483,2.8,A,37385104,43,2381
5/22/2015,47:43.0,eq,r,5.27,l,37.2925,-114.65467,2.4,C,37385376,26,3028
5/22/2015,05:23.9,eq,r,3.8,l,37.314,-114.639,8,C,37385408,42,2440
5/22/2015,41:22.4,eq,r,3.36,l,37.309,-114.652,4.3,D,37385424,43,2021
6/7/2015,19:37.7,eq,r,3.25,l,36.75017,-121.30833,18.3,A,37394968,22,290
6/15/2015,59:17.6,eq,r,1.02,l,37.35883,-117.11717,1.7,A,37400600,19,395
6/17/2015,35:07.9,eq,r,3.14,l,31.4715,-115.49217,4.6,C,37401784,17,364
6/17/2015,47:36.0,eq,r,1.24,l,37.384,-118.67983,8.3,A,37402448,18,184
6/19/2015,09:33.7,eq,r,1.1,l,35.7175,-120.2475,13.5,A,37403448,19,1432
6/29/2015,35:12.7,eq,r,1.66,l,36.69567,-116.31733,2.9,A,37193239,25,693
6/29/2015,39:59.8,eq,r,1,l,37.1435,-117.3895,7.4,A,37193903,20,297
7/3/2015,31:17.1,eq,r,2.61,l,35.75,-121.19083,2.7,A,37196911,29,1817
7/4/2015,00:03.9,eq,r,4.06,w,37.84733,-112.46567,1.7,D,37197983,18,2816
7/5/2015,55:54.7,eq,r,1.91,l,36.06567,-119.82017,19.6,C,37198223,24,132
7/6/2015,35:32.8,eq,r,3.38,l,31.23433,-115.9365,4.6,C,37198783,30,304
7/6/2015,28:38.8,eq,r,1.73,l,37.44367,-118.568,8.5,A,37198879,28,335
7/6/2015,00:24.1,eq,r,1.14,l,35.577,-120.82533,2,A,37198895,24,973
7/9/2015,14:18.9,eq,r,3.26,l,31.258,-119.52983,7.8,C,37202559,26,2444
7/10/2015,29:54.1,eq,r,3.8,h,38.29217,-122.704,3.5,D,37203183,16,145
7/10/2015,33:13.8,eq,r,1.11,l,35.231,-120.6915,3.6,B,37204039,15,642
7/11/2015,56:05.4,eq,r,3.01,l,31.49633,-114.33033,10,C,37204247,15,1441
7/11/2015,22:19.6,eq,r,3.08,l,31.481,-114.34,19.7,A,37204263,14,148
7/11/2015,38:39.4,eq,r,3.43,l,31.46383,-114.34067,22.9,C,37204319,14,159
7/14/2015,47:03.5,eq,r,1.91,l,36.25533,-119.68183,26.6,A,37206527,34,776
7/16/2015,30:31.4,eq,r,2.4,h,34.83067,-121.12267,9.5,C,37207919,8,68
7/16/2015,46:04.9,eq,r,3.26,l,30.84767,-115.67067,11.8,D,37208039,26,279
7/21/2015,41:14.5,eq,r,4,w,37.578,-121.974,8,C,37210767,67,2762
7/28/2015,32:22.5,eq,r,1.1,l,35.56883,-120.122,2.1,A,37214799,21,1115
7/28/2015,48:15.9,eq,r,1.89,l,37.39917,-116.89133,9.9,A,37214847,19,666
7/29/2015,07:33.7,eq,r,3.12,l,37.2645,-121.80033,29.3,B,37215967,14,182
8/5/2015,06:56.7,eq,r,2.9,l,31.33,-115.46383,4,A,37220799,30,1730
8/7/2015,34:13.1,eq,r,2.88,l,31.34433,-115.4285,11.4,A,37222367,20,1723
8/15/2015,06:59.6,eq,r,2.95,l,30.73517,-115.99667,4.5,D,37228263,24,251
8/17/2015,49:17.3,eq,r,4.01,w,37.83667,-122.23217,4.3,C,37228967,21,2905
8/18/2015,59:22.4,eq,r,2.95,l,35.84,-120.02267,1.3,A,37229351,61,2541
8/22/2015,34:48.8,eq,r,3.7,w,37.597,-118.788,2.9,C,37231191,164,2733
8/24/2015,17:04.3,eq,r,3.12,l,31.239,-115.94267,5,B,37231863,23,2113
8/26/2015,01:20.4,eq,r,2.14,l,36.74917,-116.298,2.2,A,37233855,23,1124
8/29/2015,57:24.8,eq,r,2.71,l,31.321,-115.35383,12,B,37235455,29,1654
9/6/2015,03:13.2,eq,r,1.69,l,36.13183,-120.0105,14.2,B,37238559,18,65
9/8/2015,15:20.0,eq,r,4.4,l,38.64883,-118.80633,3.7,D,37239151,21,2992
9/9/2015,49:59.0,eq,r,2.69,l,37.183,-117.4025,1.7,A,37239727,34,2149
9/9/2015,22:03.5,eq,r,2.04,l,37.22567,-117.39867,3.2,A,37263749,24,818
9/14/2015,41:52.4,eq,r,1.63,l,36.129,-119.98617,5.5,C,37242767,21,158
9/16/2015,44:37.4,eq,r,3.06,l,37.77183,-119.04133,3.5,A,37243551,12,230
9/18/2015,11:48.7,eq,r,3.6,l,38.472,-118.365,3.4,D,37244919,41,2041
9/19/2015,18:07.8,eq,r,1.4,l,35.576,-120.26683,11.4,A,37245015,29,691
9/20/2015,17:02.6,eq,r,2.79,l,31.16083,-116.006,6,C,37245743,32,1784
9/22/2015,46:51.8,eq,r,2.81,l,31.24983,-115.68183,6,C,37246983,32,1733
9/27/2015,14:13.1,eq,r,3.36,l,31.20233,-115.73417,6,C,37249559,25,2223
9/29/2015,52:20.9,eq,r,3.19,l,30.975,-114.78917,4.7,D,37251287,16,1637
10/19/2015,21:17.7,eq,r,3.6,w,37.792,-121.963,7,C,37261127,31,1685
10/25/2015,49:02.1,eq,r,3.59,l,31.3485,-115.44733,6,C,37263999,24,2375
10/29/2015,45:32.3,eq,r,3.29,l,35.839,-120.59917,8.5,A,37265303,53,2383
11/2/2015,59:35.1,eq,r,3.2,h,34.151,-112.098,4.9,D,37266903,32,1429
11/2/2015,29:06.1,eq,r,4.1,h,34.167,-112.102,6.4,Z,37266951,16,2239
11/2/2015,49:32.9,eq,r,4,h,34.113,-112.125,9.4,Z,37266967,17,2249
11/2/2015,22:43.3,eq,r,3.5,l,37.927,-118.168,7,D,37267263,41,2337
11/13/2015,36:07.3,eq,r,3.5,l,36.776,-121.291,7.8,C,37272359,59,2240
11/20/2015,30:54.1,eq,r,2.96,l,31.167,-115.69633,20.2,C,37275135,23,1861
11/23/2015,26:10.9,eq,r,1.77,l,35.85517,-119.82433,5.7,C,37276583,32,1437
11/23/2015,43:21.1,eq,r,2.32,l,35.97783,-115.23517,4.8,C,37277015,16,117
11/29/2015,16:31.1,eq,r,1.04,l,35.26417,-120.51917,3.8,A,37278879,31,764
11/30/2015,00:37.6,eq,r,1.1,l,37.5135,-119.33067,10.5,A,37279247,14,282
12/9/2015,32:48.3,eq,r,1.37,l,37.10467,-116.7415,1.1,A,37500120,20,314
12/24/2015,14:46.4,eq,r,3.7,l,37.411,-118.512,4.9,C,37505720,123,2681
12/28/2015,33:56.8,eq,r,3.6,l,36.59,-112.346,7.8,D,37289615,43,1557
1/4/2016,19:48.5,eq,r,3.65,l,31.18,-116.86183,6,C,37510184,25,2678
2/7/2016,48:09.0,eq,r,1.1,l,35.8145,-119.8155,5.7,C,37354637,14,956
2/10/2016,32:37.6,eq,r,2.75,l,36.08767,-120.189,3.9,A,37522536,40,2211
2/13/2016,21:22.1,eq,r,1.75,l,35.92433,-119.5645,2.8,B,37523392,27,60
2/15/2016,35:34.5,eq,r,1.55,l,35.7915,-119.98083,4.2,A,37523888,29,694
2/15/2016,42:52.6,eq,r,3.7,l,37.571,-118.857,2.7,C,37523984,106,2609
2/16/2016,04:26.9,eq,r,4.8,w,37.20233,-118.4035,13.1,C,37524904,47,3017
2/16/2016,27:31.0,eq,r,4.31,w,37.20233,-118.39983,13.2,C,37524952,54,3016
2/17/2016,18:09.2,eq,r,3,h,37.48,-117.542,6.9,D,37525504,34,503
2/27/2016,39:58.4,eq,r,3.36,l,31.1965,-115.9305,6,C,37312231,52,2284
3/15/2016,08:06.7,eq,r,2.49,l,35.549,-120.2575,10,A,37535688,60,2205
3/16/2016,20:09.8,eq,r,1.18,l,37.468,-118.81383,1.7,B,37535984,15,425
3/19/2016,13:33.9,eq,r,1.87,l,36.25717,-120.12083,18,B,37537176,29,107
3/21/2016,43:14.1,eq,r,1.53,l,35.545,-120.80017,3,A,37538040,33,599
3/21/2016,37:10.5,eq,r,4.3,l,38.47917,-118.36617,7.4,D,37538048,27,2540
3/22/2016,00:45.4,eq,r,4.1,l,38.6555,-118.78417,8.4,D,37538440,23,2404
3/24/2016,39:20.9,eq,r,3.1,l,30.92517,-115.1225,6,C,37138124,31,1661
3/27/2016,09:46.5,eq,r,2.46,l,35.813,-119.89517,3.6,A,37323519,46,2277
4/8/2016,23:04.0,eq,r,3.5,l,36.502,-113.459,2.6,D,37546768,31,2336
4/17/2016,06:24.4,eq,r,3.8,l,36.491,-113.995,3.4,C,37550296,78,2570
5/2/2016,12:19.2,eq,r,2.91,l,34.62183,-121.43283,8.6,C,37140012,33,2162
5/4/2016,24:23.4,eq,r,1,h,35.79983,-119.88317,15.1,B,37559632,7,876
5/5/2016,49:30.5,eq,r,3.8,w,36.462,-114.026,3.9,D,37560040,48,2607
5/9/2016,03:20.9,eq,r,1.21,l,36.12883,-120.191,2.6,A,37562608,15,184
5/11/2016,03:11.4,eq,r,4.4,h,30.867,-115.649,10,D,37563896,28,3054
5/13/2016,35:48.5,eq,r,1.67,l,36.2375,-120.15717,19.6,B,37567072,14,173
5/14/2016,20:52.0,eq,r,2.37,l,35.86,-119.70317,22.2,A,37567408,51,2134
5/17/2016,58:06.0,eq,r,3.5,w,35.969,-120.526,7.2,C,37569816,139,2838
5/25/2016,22:11.5,eq,r,1.45,l,36.338,-120.171,14.2,B,37575032,14,166
5/27/2016,51:29.6,eq,r,1.42,l,36.20067,-120.15833,1.6,B,37576560,12,102
5/30/2016,47:17.7,eq,r,1.67,l,36.99283,-118.35217,7.3,A,37578448,46,669
6/1/2016,07:15.2,eq,r,1.26,l,36.09133,-120.01,2.2,B,37580336,20,430
6/15/2016,12:23.8,eq,r,3.5,l,38.721,-117.844,10,D,37387703,27,1892
6/15/2016,47:11.1,eq,r,2.8,l,31.47833,-115.70717,6,C,37387935,27,1912
6/17/2016,36:30.4,eq,r,1.77,l,36.15717,-119.29233,23.6,A,37390087,20,1104
6/18/2016,34:29.1,eq,r,1.97,l,35.95167,-119.75533,11.7,B,37391407,30,1282
6/23/2016,12:42.3,eq,r,1.66,l,35.95883,-120.0075,10.2,B,37610960,27,130
6/27/2016,28:37.0,eq,r,1.67,l,37.19,-118.172,4.6,A,37614320,20,477
7/7/2016,14:42.0,eq,r,4.3,l,38.65383,-118.79833,3.4,D,37409495,20,2256
7/7/2016,40:45.8,eq,r,4.5,l,38.65167,-118.943,6.5,D,37409519,21,680
7/8/2016,37:01.4,eq,r,1.56,l,37.15983,-117.36817,1.5,A,37409559,22,468
7/11/2016,48:35.8,eq,r,1.74,l,37.16833,-117.377,1.4,A,37412111,16,473
7/13/2016,05:01.1,eq,r,2.19,l,34.749,-121.2065,5.6,C,37414327,40,691
7/14/2016,45:21.9,eq,r,1.91,l,34.71433,-121.232,5.7,C,37415415,23,193
7/14/2016,43:05.3,eq,r,2.69,l,34.76967,-121.19517,5.6,C,37415463,44,2115
7/18/2016,53:31.2,eq,r,3.8,w,36.69,-121.325,4.3,C,37417383,93,2622
7/18/2016,27:25.0,eq,r,3.7,w,37.029,-121.198,1.4,C,37417495,91,2404
7/19/2016,38:38.9,eq,r,4.2,w,36.6925,-121.32967,5.5,C,37418783,89,3118
7/19/2016,39:20.4,eq,r,3.9,w,36.697,-121.341,3.4,C,37389973,25,3470
7/20/2016,23:01.6,eq,r,1.72,l,36.1365,-120.28283,12.2,B,37419015,24,865
7/28/2016,26:11.0,eq,r,3.08,l,31.12933,-114.04783,6,C,37641192,8,1486
7/31/2016,15:04.8,eq,r,1.83,l,36.17233,-120.14933,10,A,37644264,27,231
8/1/2016,17:29.6,eq,r,1.83,l,34.78983,-121.16167,5.7,C,37644896,28,228
8/5/2016,25:33.7,eq,r,3.51,lr,31.20117,-116.12783,6,C,37435199,54,2598
8/15/2016,17:21.5,eq,r,3.6,w,36.702,-121.338,3.8,C,37446719,82,2473
8/23/2016,12:38.5,eq,r,2.11,l,34.8125,-121.14217,5.7,C,37669664,33,231
8/31/2016,21:27.5,eq,r,3.44,l,30.28267,-114.35983,10,C,37677344,19,1730
9/1/2016,10:40.8,eq,r,3.44,l,30.52217,-113.94633,10,D,37466879,14,207
9/5/2016,45:34.2,eq,r,2.78,l,31.461,-116.87167,14.8,A,37469807,29,2427
9/8/2016,51:47.3,eq,r,1.06,l,37.42433,-118.6265,5.4,A,37472263,25,1297
9/10/2016,41:41.7,eq,r,1.54,l,35.77817,-119.89917,11.2,B,37474679,25,146
9/12/2016,19:09.7,eq,r,1.79,l,35.8745,-119.83467,5.6,C,37476567,33,223
9/12/2016,29:37.3,eq,r,1.01,l,35.79567,-119.914,3.4,C,37476607,14,185
9/13/2016,43:27.7,eq,r,1.81,l,34.78383,-121.174,5.7,C,37477007,31,204
9/13/2016,50:22.1,eq,r,3.5,w,37.805,-122.198,3.6,C,37477063,32,1494
9/21/2016,58:28.7,eq,r,1.73,l,37.77733,-117.70733,4,C,37697072,16,338
9/26/2016,49:26.7,eq,r,1.69,l,36.10967,-119.3605,21.9,A,37699736,24,973
10/2/2016,11:20.3,eq,r,1.09,l,36.29883,-120.51783,14,A,37708520,16,136
10/3/2016,12:23.5,eq,r,2.56,l,38.994,-116.98433,3.5,C,37709352,15,93
10/5/2016,21:40.6,eq,r,2.77,l,31.2715,-115.88183,9.8,A,37710400,34,1822
10/8/2016,15:57.5,eq,r,1.59,l,35.53683,-120.83617,3.4,A,37712784,41,628
10/9/2016,10:59.4,eq,r,1.63,l,37.63217,-119.4135,4.3,C,37713944,17,186
10/13/2016,40:25.9,eq,r,3.33,l,31.23817,-115.367,5.6,C,37716824,20,2346
10/18/2016,09:07.7,eq,r,3.5,w,36.713,-121.311,7,C,37719504,88,2554
10/21/2016,53:45.2,eq,r,1.87,l,31.40533,-116.173,4.8,C,37509311,16,1045
10/29/2016,30:38.6,eq,r,2.29,l,36.9005,-115.049,4.6,C,37513495,16,119
10/31/2016,11:49.0,eq,r,1.27,l,35.21583,-120.4905,2.6,A,37515103,17,621
11/7/2016,36:50.0,eq,r,2.16,l,34.76417,-121.2035,8.7,B,37519183,27,167
11/9/2016,55:47.4,eq,r,3.6,w,36.463,-121.007,5.8,D,37735456,109,2578
11/20/2016,59:43.8,eq,r,1.16,l,35.203,-120.9405,1.7,A,37745400,18,143
11/26/2016,58:38.9,eq,r,2.89,l,31.34033,-115.26717,2,B,37750168,21,2012
11/27/2016,03:09.7,eq,r,2.95,l,31.282,-115.59683,12.6,B,37751104,59,277
12/14/2016,44:25.0,eq,r,4,w,37.638,-118.925,3.8,C,37764248,111,2755
12/14/2016,58:39.8,eq,r,4,w,35.561,-120.805,4.2,C,37764504,173,2999
12/14/2016,41:05.5,eq,r,5,w,38.82217,-122.84133,1.4,D,37764736,7,3042
12/26/2016,50:07.2,eq,r,2.16,l,37.15383,-117.37567,1.6,A,37771176,27,160
12/28/2016,18:00.6,eq,r,5.6,l,38.37533,-118.89767,8.4,D,37772312,49,3091
12/28/2016,22:12.6,eq,r,5.57,w,38.39167,-118.89417,9.9,D,37772328,38,3087
12/28/2016,26:06.8,eq,r,3.8,l,38.389,-118.893,8.8,D,37772336,20,2392
12/28/2016,29:39.6,eq,r,3.7,l,38.372,-118.939,3.1,D,37389645,27,2276
12/28/2016,48:58.8,eq,r,3.5,l,38.391,-118.892,8.9,D,37772360,44,1961
12/28/2016,57:20.1,eq,r,3.8,l,38.363,-118.91,6.8,D,37772368,56,2047
12/28/2016,13:48.0,eq,r,5.5,l,38.37767,-118.89567,6.5,C,37772384,23,3091
12/28/2016,18:13.1,eq,r,4,l,38.409,-118.914,9.8,D,37772560,29,326
12/28/2016,31:54.9,eq,r,3.5,l,38.409,-118.915,8.4,D,37772568,41,2015
12/28/2016,40:12.2,eq,r,3.5,l,38.299,-118.822,4.5,C,37772616,37,2104
12/28/2016,01:22.5,eq,r,2.68,l,38.3365,-118.91667,2.8,D,37772640,4,1298
12/28/2016,28:21.9,eq,r,3.7,l,38.344,-118.889,6.8,D,37772672,30,2301
12/28/2016,00:00.6,eq,r,3.7,l,38.399,-118.914,6.8,D,37772920,30,1336
12/31/2016,13:57.1,eq,r,1.75,l,38.41633,-118.93567,4.7,C,37774224,13,39
1/2/2017,11:10.0,eq,r,3.8,l,38.702,-118.476,7.8,D,37778640,38,2163
1/2/2017,05:08.7,eq,r,3.6,l,38.389,-118.93,4.8,D,37778896,43,1744
1/3/2017,21:01.8,eq,r,2.3,l,36.1505,-119.84,27.2,A,37779496,27,1901
1/7/2017,47:26.4,eq,r,1.69,l,34.72167,-121.06233,5.7,C,37781696,29,199
1/8/2017,49:36.1,eq,r,1.86,l,36.23933,-119.35817,27.6,A,37782432,33,105
1/13/2017,17:52.9,eq,r,3.5,l,38.426,-118.896,6.8,D,37567063,27,1960
1/18/2017,04:32.3,eq,r,3.7,l,38.407,-118.928,6,D,37570519,47,2073
1/27/2017,08:29.7,eq,r,3.9,w,38.794,-122.756,2.4,D,37574495,23,1259
2/15/2017,07:07.9,eq,r,1.44,l,37.48817,-118.78517,3.3,B,37584079,14,59
2/15/2017,09:47.7,eq,r,2.13,l,36.69617,-116.3105,1.8,A,37584367,18,161
2/23/2017,32:49.4,eq,r,2.08,l,34.76133,-121.2255,11.1,C,37811224,27,423
2/26/2017,58:40.1,eq,r,3.6,w,36.958,-121.58,4.6,C,37390765,54,2227
2/26/2017,55:49.2,eq,r,3.5,l,36.812,-121.543,6.1,C,37813672,48,2221
3/8/2017,20:23.5,eq,r,3.7,w,36.634,-121.256,6.5,C,37822208,76,2647
3/10/2017,43:05.3,eq,r,2.5,d,36.288,-120.85,9.3,C,37823632,26,1144
3/11/2017,45:30.2,eq,r,2,d,37.463,-118.667,12.3,C,37824488,27,832
3/11/2017,11:04.1,eq,r,2,d,37.137,-118.323,11.2,C,37824896,28,639
3/12/2017,09:39.3,eq,r,2.06,l,37.61583,-118.86133,6.5,A,37825768,11,770
3/12/2017,33:53.0,eq,r,1.75,l,35.31617,-120.82433,6.2,A,37826208,43,931
3/12/2017,34:21.7,eq,r,1.84,l,37.1575,-117.25,6.4,A,37826264,20,570
3/17/2017,00:00.4,eq,r,4.11,l,31.24467,-115.6915,12,A,37606063,49,2784
3/19/2017,16:39.7,eq,r,3.15,l,31.25117,-115.68367,11.4,A,37608135,19,2402
3/31/2017,55:53.5,eq,r,4,h,36.86567,-121.6375,7.6,B,37845208,24,307
4/16/2017,45:36.6,eq,r,1.96,l,35.23933,-120.70167,2.1,A,37859288,43,1378
4/22/2017,57:25.8,eq,r,1.66,l,36.09167,-119.74883,5.7,C,37863584,23,838
4/30/2017,29:19.4,eq,r,3.8,h,37.81817,-121.807,16.3,B,37636527,16,262
4/30/2017,12:16.3,eq,r,4,h,38.788,-122.778,1.6,D,37636695,4,2978
5/6/2017,51:11.8,eq,r,1.3,l,36.30133,-120.2165,12.1,B,37641039,16,145
5/29/2017,24:07.4,eq,r,1.32,l,35.43283,-120.7205,5.1,A,37656287,17,512
6/6/2017,45:24.7,eq,r,3.7,h,38.93767,-119.70083,8,C,37663215,18,500
6/10/2017,31:07.3,eq,r,3.46,h,38.8385,-119.71583,10,C,37667607,14,59
6/11/2017,04:58.7,eq,r,1.4,l,36.82367,-115.41,13.4,B,37669295,16,114
6/11/2017,25:32.1,eq,r,2.89,l,31.41767,-115.601,12,A,37669343,23,2056
6/12/2017,10:46.8,eq,r,1.57,l,37.09383,-117.06717,8,A,37669807,18,157
6/16/2017,54:29.4,eq,r,3.57,l,30.88833,-115.2705,17.1,C,37911392,17,2297
6/22/2017,02:53.2,eq,r,1.56,l,36.30567,-119.7355,9.8,C,37915784,18,154
7/3/2017,55:17.7,eq,r,1.91,l,35.83333,-120.01983,5.6,C,37924328,27,1509
7/9/2017,12:05.3,eq,r,3.75,w,37.51583,-118.9585,3.3,A,37697407,30,2774
7/17/2017,27:04.8,eq,r,4.1,h,36.73117,-115.89267,4.5,C,37705399,29,577
7/18/2017,47:32.2,eq,r,2.61,l,36.03467,-120.581,6,A,37706423,39,2168
7/18/2017,32:05.2,eq,r,2.63,l,31.4755,-115.49367,2.6,A,37706535,31,1703
7/25/2017,50:58.3,eq,r,3.96,l,30.07083,-115.28117,6,D,37712015,18,54
7/29/2017,42:25.0,eq,r,4.29,l,31.3395,-115.37933,9.2,C,37716199,36,3137
7/29/2017,46:25.5,eq,r,1.21,l,35.57967,-120.80583,6.2,A,37716335,22,520
7/30/2017,55:50.4,eq,r,3.69,l,30.46417,-114.31717,10,C,37717479,35,2470
8/1/2017,00:07.9,eq,r,3.64,l,31.2615,-116.812,5.6,C,37719383,28,2791
8/4/2017,20:13.5,eq,r,1.45,l,36.22433,-120.12133,5.4,C,37723295,17,146
8/5/2017,59:40.0,eq,r,1.06,l,35.46017,-120.75183,1.5,A,37724575,34,455
8/7/2017,21:18.8,eq,r,2.8,l,31.27683,-116.795,7.5,A,37727671,25,327
8/11/2017,03:44.6,eq,r,1.19,l,35.28883,-120.60867,3.5,A,37731695,28,827
8/12/2017,00:09.7,eq,r,3.94,w,38.11533,-118.91833,5.7,B,37732599,19,2794
8/16/2017,04:02.9,eq,r,1.79,l,35.78383,-119.91483,2.3,A,37974912,49,1685
8/28/2017,03:51.8,eq,r,3.3,h,36.56133,-113.8765,2.2,C,37986464,17,441
9/3/2017,24:08.9,eq,r,3.82,l,30.76033,-114.75033,10,C,37753927,24,2037
9/6/2017,01:03.2,eq,r,1.1,l,35.49983,-120.10517,9.5,B,37756039,31,548
9/7/2017,15:31.4,eq,r,1.12,l,35.96967,-119.8725,15.8,C,37757351,12,151
9/8/2017,27:09.3,eq,r,2.02,l,31.0585,-115.56183,5.6,C,37758007,8,387
9/16/2017,58:37.7,eq,r,2.7,l,34.3795,-121.18217,5.7,C,37764455,27,2396
9/18/2017,24:16.5,eq,r,3.36,l,30.9125,-116.65667,7.5,A,37766167,30,2657
9/18/2017,34:55.4,eq,r,1.27,l,35.542,-120.0705,14.5,A,37766327,26,697
9/23/2017,20:38.8,eq,r,1.95,l,36.0635,-119.64833,26.6,B,38008312,22,126
9/29/2017,52:58.8,eq,r,2.61,l,31.32467,-115.57033,4.8,C,38013672,28,1668
9/29/2017,16:15.1,eq,r,2.39,l,31.324,-115.569,4.8,C,38013720,34,1406
10/10/2017,53:18.2,eq,r,4.1,w,37.313,-121.672,9.2,C,38022232,21,3081
10/19/2017,45:32.9,eq,r,3.6,h,36.47133,-121.0875,1.8,C,38028176,20,2582
11/3/2017,10:00.4,eq,r,3.4,l,31.45633,-114.31033,5.9,C,38036224,14,244
11/13/2017,31:29.0,eq,r,4.6,h,36.63,-121.244,5.7,C,37810935,37,3204
11/15/2017,23:53.4,eq,r,3.8,h,36.61583,-121.26583,4.7,C,37811967,26,2645
12/2/2017,59:58.4,eq,r,2.13,l,35.72083,-121.03767,7.9,A,37821783,29,1308
12/2/2017,15:19.0,eq,r,3.4,l,36.677,-121.301,3.6,C,37821895,21,2836
12/8/2017,06:27.0,eq,r,3.7,h,37.55033,-118.8245,1.7,A,37825391,32,2645
12/8/2017,19:17.3,eq,r,4.1,h,37.54333,-118.8205,1.3,A,37825639,33,2690
12/9/2017,27:47.7,eq,r,3.5,h,37.55233,-118.80667,5.5,B,37825839,31,2670
12/14/2017,21:56.4,eq,r,1.92,l,36.01033,-119.71417,3.1,A,37829919,31,144
12/27/2017,32:09.1,eq,r,3.9,w,37.397,-121.747,10.3,D,37839327,22,224
12/29/2017,31:29.5,eq,r,1.9,d,35.558,-120.808,3.6,C,37840823,22,1032
1/4/2018,39:37.7,eq,r,4.4,h,37.845,-122.29783,11.8,C,37846631,25,3077
1/8/2018,29:20.4,eq,r,2.92,l,31.41733,-115.60417,11.7,A,37848959,24,2223
1/8/2018,00:24.6,eq,r,2.92,l,31.381,-115.59583,4.5,C,37848999,35,353
1/16/2018,40:33.6,eq,r,3.44,l,31.23283,-115.67467,12.1,B,38088560,29,2578
1/21/2018,04:18.9,eq,r,4.5,h,30.27,-113.587,9.4,Z,38090152,16,3056
1/23/2018,00:55.7,eq,r,3.5,l,36.449,-121.0625,2.1,B,38091136,34,2322
1/24/2018,02:32.5,eq,r,3.6,h,36.937,-121.673,7,D,38091328,14,214
